Weight on bit (kg);Rotation speed (rpm);Depth of operation (m);Mud density (kg/L);Rate of Penetration (m/s);Linear4;Mud Flow in (m3/s);Nonlinear2;Nonlinear3;Temperature (C);Hole diameter (m);Failure likelihood (%);Inverse Rate of Penetration (s/m)
229.49096073922573;2399.979236502895;933.8294401674505;1.246644280156893;0.0053545322289799665;-0.34109046595486836;63.14455357678707;0.007889898713069221;0.5145224859261437;34.380994613610106;6.4343268177290245;67.90677200587564;105.59981233276649
341.56815462539817;5863.073489350784;300.4009951880237;1.5893846158342018;0.004299835366264523;1.2143632630973034;30.77192892365293;0.04259264536207441;0.1273435419375003;35.496661092179934;2.4722451491814326;29.898017103866408;-1.4170914720552512
262.1498449832436;6956.70295045272;810.1411756305027;3.6516150294177727;0.007319747091577145;1.2737660792496732;66.49037230962753;0.7955641669652121;0.756980513299797;33.163870531761134;5.790904377750209;45.68965043318851;0.7451621932673583
362.77770387883055;4997.050315459989;598.3041129691892;2.953976783315369;0.0024475119498710844;-1.8751457470614106;46.13265923337552;0.6883481960862101;0.8127235239770563;75.9667410931073;4.347523694294105;24.515013211784034;-0.5097764007599143
234.65162654991963;2853.3512669758748;812.7377367078627;1.4537126184274904;0.005445747983143229;0.1413111546635385;67.93772036703251;0.7877402365057821;0.850186371461743;67.11938573268856;5.563809669467165;65.05907323476603;14.021540964027032
310.24600729307525;8293.933527021716;248.5298298600605;1.9303567220088924;0.003399634642055946;0.93165604178377;58.38847118231663;0.3433512048906713;0.16788966218596668;54.324555428802704;2.139798460039944;28.91418299067533;-0.7598468779333737
294.14306156808743;4500.564271480223;586.1691179898411;3.258102669035364;0.007392510832714116;-1.0804835033901217;26.327370245503893;0.4262756705634554;0.2985132440928111;46.8994958215664;4.167767967248771;43.84260199579163;0.7187380939586502
271.8772217423214;3773.785122454947;564.4106129502903;2.5275183597188224;0.006026769888995461;1.8020936120113487;87.94052845350903;0.6987153532846282;0.9889264288466945;48.287629610320025;4.104704982904292;47.525446375732386;2.1492317628910866
262.85652565241793;5389.058796225856;575.0442217728876;3.329805699879458;0.006317883286788146;0.5354087945061926;5.124094442128744;0.3630120317699599;0.06784977857878838;44.3134162233275;4.1998282677045795;38.813227403140516;1.509040196498308
315.4916975677109;7236.88297938539;873.8900522375712;3.1284448029744354;0.003941279033013208;-0.04580634257834783;39.42313082197173;0.6347091091585301;0.03260812692248438;55.18514731045972;6.063546288595105;32.975715519128606;-1.0539729238158775
226.6812915464353;6986.040687913287;324.2825116296033;0.9920593266266267;0.004962179377207451;-0.6722025780290316;96.37976700221358;0.03836737561355463;0.13294374852579105;37.13139201033608;2.495262633371572;37.52198881851494;-3.897627289683141
426.0551120786827;4695.920757866765;753.3778833369679;2.451993737875907;0.007596605820842367;1.2011146967577224;32.19692345961097;0.18007283708446675;0.8261740550537252;41.53604894117342;5.11593074784575;31.86108539238114;0.653716699412648
321.15865827363433;11047.682296765372;447.31246755032737;2.3719014352196672;0.004846846955328767;0.563338923300104;75.26383767949578;0.9068717513235208;0.5614143037648135;47.62724726858016;3.2970072036615115;37.8913653124881;-2.9871446497391725
300.59856280245106;6657.528030257868;777.3011932391278;0.7241347038045527;0.006364859554369905;0.8291857678796397;76.03964179913332;0.49643348706985735;0.4996998753106313;46.82068651506973;5.472161188467262;50.892477128867206;1.4398324101986504
253.29942492811867;4078.601525314396;895.784153262798;2.217701235251771;0.0051146835294331;-0.16931479639515587;22.230473519551595;0.6710475782828009;0.6451766360500296;43.88525951827115;6.332096584909195;51.07605157246942;-6.529101242296576
310.26208917146135;7628.367532036524;818.5882961283481;2.614251897138328;0.0050484066789895626;0.7072425752482457;95.17330446291689;0.7762285714889899;0.9022032817729385;0.0;5.664481884004088;39.72706525981438;-5.047964240674261
259.1463190319499;8495.824394024996;1086.4472179261975;2.0258376094933954;0.004732753868121244;0.4160902008934348;39.53988938571586;0.9552736481616487;0.23428601254535275;53.96000387821992;7.297414303557636;38.48768753617156;-2.426424603306891
368.5598776002584;7803.621688742498;970.5860342710014;2.2704087598613647;0.004117969613440679;-0.20558762386548604;26.186599957389618;0.6493569445203188;0.35524334789347944;67.38345707855404;6.790250634819565;40.20098385938202;-1.2062938862481996
341.3838690906405;9663.870490745203;677.4789014912441;1.6838102500038243;0.0025671022008813002;-0.7557203000944082;17.629450535386496;0.42241869287955736;0.7141365552537985;61.35684538360251;4.682559584429459;35.7693066140936;-0.5317576804517936
353.27790352533486;7653.773615268004;430.7011153946608;2.1900917767254997;0.00869976120834732;-0.15769375415266468;3.4127227191834635;0.36683588103154374;0.4138067561641746;69.94782632195658;3.098370377264776;46.99679274559041;0.43903696347509574
337.85345045825454;6162.042722218193;743.8152151781902;3.001838751731495;0.006904283891132029;-1.2207661193305828;36.86408321900336;0.8161388264822016;0.9461054059962362;24.722500101300522;5.178337642557387;41.91197928284864;0.943143881416048
220.17848686440476;6018.47396966587;253.24988714856465;2.0919503381415128;0.0063078864720735725;1.3409843123857585;5.238665798531784;0.7869125326247197;0.8333189252287553;53.80809470730789;2.1531323484926608;41.625980169459986;1.5246354399429867
274.8661664192596;7067.547308822228;595.5462191511474;1.84895253957166;0.004178989030245029;-1.3009052674378982;11.416698548449602;0.2117416513835365;0.24838347745848255;30.69671141712977;4.276013248764624;33.99399699132786;-1.2696623406170728
264.3089662014521;8447.269551068917;626.8611861041951;1.8727471449153654;0.0060322493542787035;0.5974753258497029;97.13745074502702;0.8816245440453303;0.3862682542574044;43.312324244065856;4.513364903228016;39.42615491628057;2.1322057002520722
331.29810272229685;5093.365338746531;1017.1489850317644;3.3561556287780623;0.0061339066143932044;1.346420829290185;50.12106379098589;0.5870468920267021;0.4227284442285534;7.328621457718377;7.09964360993647;41.791514924125366;1.8589885747392025
414.0442239409289;7807.73121703906;812.8319350859244;3.1022588223615206;0.005365341230694026;-2.373494277194218;59.887239565058735;0.27795940531512375;0.3919080307651015;43.63642080214405;5.59092203931484;44.548423958518995;59.528094247770454
157.49678723771603;6840.550107608669;769.5987792965237;2.061312803387048;0.005447087409596437;-1.8396800548112826;14.721185678885803;0.5190237699656595;0.40194054038422433;64.00386447975643;5.501338794572315;41.84488978297537;13.845230333330175
347.2254008722977;9206.059416270644;573.8857401546434;1.3275592766281494;0.005402003557231918;-0.5925503395936852;12.055754885490622;0.09739637640587695;0.8843334835492421;61.63489743416783;4.102079530347871;42.72426067427097;24.00511150714952
189.45498340423615;8764.12736799852;242.94175759191222;2.002838201800407;0.006421362707881728;-0.3621175951763554;13.626520641660974;0.9542862205007904;0.5848403567989082;41.295698366238994;2.0844621141871857;26.02549966212405;1.3645591551649545
330.846056538788;5806.866410600286;1273.9899122899255;0.907449432456557;0.0024305679211450333;-0.09477307508832299;76.19564002366715;0.3056461653108298;0.9104850177494371;19.146422035879745;8.360987631406212;42.85293584810131;-0.5068081289015074
313.9100300510874;8259.739461091995;298.47367144971355;2.1611939043299926;0.0048653965388478215;0.5577533440759989;81.7456077758483;0.43765201015498456;0.8542670258255729;48.651235273878626;2.39719463959364;34.644737395267285;-3.1037562403162737
331.8428350866976;7104.575314060262;1004.1574386643371;2.708919942441906;0.006869692832437838;0.3808756272909552;98.98281533245205;0.7534268676353337;0.3856036989433069;63.00263497996843;6.908951213411038;47.695894462067415;0.9644791616456654
313.82757408961214;9836.413045995205;619.9902778266706;3.0051743720640895;0.006383479119442017;0.6342889424562593;35.28951154758561;0.3146275368517528;0.7960612262332168;43.0710356481525;4.517014390090314;38.911049209595234;1.4141264738978032
280.0316789954693;9783.663940308412;691.9954712350594;2.258351004480696;0.004627042020420052;0.16784875973126812;42.129275546364866;0.3703837754436641;0.6544521512203748;37.48323112916902;4.862328823980937;31.835077316057898;-2.066938775099721
324.61991751484663;6480.750527813111;400.89246806415946;2.2907149449667;0.006095320544247524;0.12510105906943414;68.88703112443183;0.9646070058564866;0.3322239811945146;32.86987494526825;3.0854168973476166;40.34006818342017;1.9540275280432433
353.9790064476207;3489.335150008672;1207.9437202498011;1.9720040566779313;0.0035379313355856537;-0.3407732856923721;88.67137896125908;0.6182099138136172;0.9457688054283769;77.8089884005515;8.160515618529297;36.53223758391227;-0.8181417180532403
300.1397688312384;5293.0512264193285;1203.7004869568568;2.8481839503605397;0.007800557042395821;-0.0076836719826748655;17.955593350009615;0.8472618967963353;0.28577756629303697;66.73636290104804;8.261062480184169;52.37315959641908;0.5995188069987539
196.61876889247208;9269.147569145858;603.672691846003;2.07912812280486;0.004845230288017051;0.7895959127594904;81.04492534726649;0.8454076525540395;0.19326452574594033;56.31678894367525;4.309407400550406;23.774272617623552;-2.97739526742691
390.72186551022355;11688.023566141062;706.8050707065817;3.472958349944455;0.005504256795818239;-0.06180151194637461;66.1153958227989;0.09506675616996207;0.30112132613849185;34.12728952217863;5.076018885597796;55.29794206990229;9.009746154065647
381.78486477216126;8880.052499994517;801.5069770058785;2.76882410347464;0.004589831539993749;0.7472757877638292;67.86256206906705;0.07017568873280311;0.3817332840048162;57.79829732605504;5.5295890789339674;43.20648170655407;-1.9644900809759696
287.0100087279037;4773.344022646432;1281.4200347507722;2.4720958429485984;0.0065136356337361975;-0.7242854634107503;94.62670352665096;0.9160814284959321;0.5433944457064522;63.654637872612874;8.580082446201649;55.25036898233748;1.2572237653104577
399.6624183254338;10291.410588686813;229.791238207305;2.569180849608357;0.007408472795212491;-0.2128325701580485;63.35710986646674;0.24401087473830485;0.23398040899830352;53.673120744166354;2.1641410392513714;55.521499237986255;0.7131902271016036
342.88457771215565;9677.207982640331;964.861684108793;2.2544394737043776;0.004066385451213637;-0.15155628847283475;20.5975537056938;0.8250520409917613;0.8694522450844152;16.54835060239897;6.683764868019578;42.617616840098684;-1.1574580676854245
315.21190700440883;9848.814010993501;624.9700503037077;2.898850791653203;0.006552212756641163;0.18546822346683675;59.677415187007895;0.10677029937813709;0.05554998484234108;49.763831291266335;4.506882929920413;40.66823369960742;1.2171955283901186
263.5872699965904;4296.983704140869;410.73947068084146;1.5945643309492017;0.007806633708861123;-0.6515279342897535;75.24534707961125;0.6718188562032227;0.7681950063848636;22.892548475379645;3.023827306358938;57.43230120480266;0.5980415255348985
364.2517145463681;6151.393880421645;999.5665519357314;3.75778716614715;0.007617044774053332;-0.4778761825556117;32.22456516573705;0.9974485603286247;0.9016260598334603;51.22629371513738;6.924398895394508;42.08104116857995;0.6478474216853356
342.104536651124;6846.917721559128;949.4372541854683;3.2646366409451386;0.005516592334869313;0.3287624206036824;39.885550502103406;0.4373344848522087;0.53790628309185;46.16101475928799;6.521761288342711;39.70603074988555;8.37836223381934
261.1969728709372;9863.42066788888;619.7887974388839;2.040142097505086;0.00608110165020757;1.0447615959683187;68.49344330268816;0.6733048458904887;0.5767199455848284;70.87009820183394;4.433093364885223;35.956642253775755;1.9915464747752536
193.05898672372786;8239.662540699584;464.70347985061846;1.524418897769284;0.006081550058364441;0.6141718282542219;41.667145815541446;0.04988598069237338;0.3534227847806475;41.95335606390037;3.3795880097335775;31.710349290503434;1.9903412856668128
329.64425193867544;7840.09099088958;1302.7811130141133;3.2158881790509604;0.0065355362577498065;-0.5965155310137905;34.77393108702676;0.09907223572020585;0.9735606235060483;44.8089775340238;8.725513624789043;47.732096777111195;1.2341821964903712
357.21486668613034;11808.94713794126;410.72295313208434;1.051922627066814;0.006142062909472659;0.8821808022597494;3.2156036092050257;0.41522567614330375;0.32355306766624736;52.91980265477052;3.2764835960089025;50.79271871045944;1.8400708935395804
279.47683301391226;6791.6725840463105;811.0534471075216;2.9584643970797924;0.0059741043410333605;0.9084336615229476;33.15126340464124;0.19601113738219345;0.4282592390918042;20.698369031072367;5.602126970120437;39.09327841742091;2.3278957767950934
332.87557727277726;6603.713811654482;925.4494431845635;3.175986169055195;0.006310109386519505;0.7773266471886855;86.12187893711504;0.2235121038727962;0.2654451199456773;57.17815113356713;6.445374648728341;41.96941015841097;1.5211398410188148
159.49400752069462;6013.316316476264;866.4053995791525;1.5488570842543186;0.005299718083942135;-0.05598441796637212;87.22432557396648;0.6917975855269319;0.4837267114950857;52.93446865120371;6.149876784455909;53.40034913434634;-36.10475034296647
348.5816895196171;4210.645029877939;915.1499280486607;2.9435651908807317;0.003073602638597881;2.0923999331340366;20.538836756440894;0.8479068825287078;0.2688570196887593;42.23642957588644;6.340869531758351;26.8223980769804;-0.6505666032444932
410.64061173639163;7688.591052560776;343.64863105496545;2.3630699478367827;0.0056667287216588735;0.009541936121796534;36.596092842214446;0.9380933452615651;0.3682787929543402;37.094643900363536;2.5991710157423284;40.13330739028037;4.521705130549953
190.98207501489117;7572.772465351834;312.851836031957;3.3372413730579362;0.004273128984384372;-0.18004381507338982;77.50301015238857;0.1878459504791764;0.39071327481906715;65.33922343802965;2.5387011922698566;24.58462019491941;-1.3816370343547464
431.9028272403822;1455.431609307031;541.7397442682787;1.7438957451442736;0.007142162882386147;-1.1167827407026893;61.60777895651546;0.15642708941176087;0.9203856927981884;55.91875860802253;4.137502487925852;11.941097246053388;0.8186131712745301
297.75763651686145;6979.708600335722;1169.9610506261065;3.2845986813021275;0.0034550886565071584;0.03685582381998869;34.126533949733684;0.30890005707201273;0.6328762133111321;56.41098972317993;8.093609839300862;35.426053754668786;-0.7821948290143297
164.2585576564589;10591.788602203305;614.1994908402266;2.890007003900334;0.00896344256782527;0.253401352773985;85.78751750458068;0.10764269938815352;0.7248190788930493;40.49452456688995;4.493214507178813;15.910962803167628;0.4070828332722561
132.43028323378346;900.0;944.6526663634347;2.40294770643075;0.005388505368397926;0.09637543694920056;2.947375094347038;0.2525010863548346;0.9573537211104814;79.07969185906457;6.436171991646227;100.0;30.76420832863805
333.14865289266936;11526.087086873744;710.7243699084763;1.2908428873455864;0.005594269030337555;0.7921399263593674;28.112736028945537;0.6654051549187561;0.6362358197040754;45.50272792258334;5.190344670051879;48.17928768897667;5.813142630559585
341.8917524323161;9270.332765808747;457.5526928648044;2.4483516537590044;0.005494679572990565;-0.784290678001579;74.77330635071226;0.6238164652407715;0.821896531569301;57.434350798244054;3.297804941631416;42.7734638747192;9.56964787408245
380.6502558365985;6677.778448458746;546.5493234305618;2.9418876697736747;0.004460247675506257;2.349557829177052;58.926542901219364;0.22943699015123542;0.03585405279855702;59.597357872982876;3.9742261917834814;31.01185476582509;-1.6753149569913024
272.6758305085828;5088.245552734235;804.9108634198165;2.669028917734857;0.0070078564187738245;0.33152259129655054;90.50422944710732;0.39159390030650754;0.16707406637911715;46.304322265466666;5.665709143200993;48.74309026409357;0.8845555239617222
369.00008970911284;6791.15229313926;668.1635254405463;1.9023352487237526;0.004087733897388573;0.19072701768443232;58.14460322519926;0.1052667394999014;0.021162122156027863;82.09978605970747;4.666983422322675;36.036283475264284;-1.1771813230200956
390.2152470983129;8355.543679426704;415.1642296635412;3.2870579563621316;0.0036574715072546678;1.0765212727963378;52.82876687704432;0.9352555790397515;0.6059453259997846;22.34050908225366;3.3278311409119894;34.06918465527945;-0.8762494420300212
334.96753171657804;4302.480061154503;425.60350895858153;2.152379600651913;0.005491523247223837;-1.4080287017949507;42.63343159796862;0.760010954975672;0.36961661792957323;27.85229697531862;3.350408843675038;36.23576256799991;9.769737404958457
249.65692153194317;6824.505851095172;741.5348406880139;2.7647909148469405;0.006982033516208362;-0.33745036451766414;7.277724894098199;0.14140077942989548;0.35085091060279705;64.36802365851821;5.27228997877365;42.45822946959567;0.8984709950685492
279.41628090840373;6568.5662660704265;94.07317416434637;2.1891301224491433;0.006318037568193423;0.5664742759910335;59.808054502566065;0.5908956299714064;0.7508653545205413;28.285669382717312;1.3153961396796188;38.85797853307864;1.508802013725859
240.54371145601039;6022.387024715067;499.43429008411596;1.9833611421947617;0.005399470996103632;0.12160280524697994;20.096854915723213;0.11401686617057971;0.6261275669115449;39.69090295501846;3.756695036405251;40.22197666965684;25.037190540992846
369.2232874335427;8275.415362592836;1017.6880613722851;2.637589683222578;0.004570628001103794;-0.1276497048240806;93.98476361103207;0.19142832296952972;0.4079144703402866;42.982514944705486;7.030004576565727;43.18756542671358;-1.9154924314680413
253.83190045990082;4103.331102564551;1005.1827335666273;2.359496176351382;0.005246753692936332;0.13272081664444535;23.87855253224179;0.42012960114231623;0.26393877470710925;61.41885136262296;6.830001454546308;50.76340653942161;-15.720834413024123
303.8930349308423;8747.261502588008;773.0492813942013;1.1851161151361183;0.002883903888808285;1.2159192542281105;95.80422962014076;0.7857547341483063;0.21658928961459556;23.47987585699282;5.485227255240958;35.103875191422055;-0.6003310983156611
387.8329255714514;8041.1519929308515;1189.8857355355126;2.6429750738477633;0.004184981934410107;0.047710506688238966;37.25190531836221;0.4608932685594871;0.6361520886123314;56.44673901595536;8.126091458577394;45.15423276746185;-1.2762468580789663
339.22571276889477;6515.264563682288;682.4851178100228;2.581327723923662;0.004996972852790032;-1.5711447803373044;96.13149771588027;0.8739504741916715;0.7665481560120353;38.506820045486016;4.877496743453;38.65488854855074;-4.292314799788848
434.2358294568731;8903.319380456847;58.50549728893054;2.903923320907953;0.007741422450518044;0.11256944614901614;65.84307131994953;0.5539126352695161;0.8935593898809263;36.890839887113344;0.8658734649830642;52.900866703979105;0.6142853303438326
219.92092157880683;5196.745633525344;1232.101637704754;1.3218641749180478;0.005462222097463288;-1.3281876403854447;20.97399040487706;0.017841930937279704;0.19202556289504236;37.30504839338857;8.41972344697055;57.108666578337825;12.12280477205623
398.6939351956208;3184.235058245996;705.3990246931681;3.466113529826314;0.004786452896236289;-0.8082212097540039;27.213593141163482;0.7468338284057255;0.9287518587248477;70.93494568901812;5.015902225022372;17.753830582512386;-2.661569011056472
418.4807323758866;6414.799755892113;210.08609637620089;3.9015519322535415;0.006660886717642034;0.4612755926372393;57.221112725324375;0.7399018730074937;0.11037315062744668;39.05856481541594;1.8598844423673349;29.52021486426465;1.1170096591915324
311.38504962200153;8895.739341901932;670.9572014337631;3.0254573594553067;0.006871650851215554;-0.9190392773460517;35.233845598714026;0.9587455159376799;0.5727854756264124;53.76729961571843;4.703328728703924;42.038241795682616;0.9632457430367884
328.11810895964123;4591.441603220382;295.33629454717374;2.34702436246278;0.004032786595856707;-2.5002305151692807;50.645966106074276;0.43893099968946536;0.6055837099383724;33.767101773090985;2.4731408273586903;30.89058400807349;-1.127721202021643
449.4685153592367;8040.621031683864;633.5547568262465;2.443232357445794;0.005299047361134368;-0.10474868662164845;17.15810287822835;0.37991555460211524;0.4817621619066972;19.361227820984272;4.545393260202949;44.27655048624801;-35.52149020678971
281.7697777174159;11647.630549151005;98.284720428539;2.644609391762069;0.005345356902984251;1.1913335378791898;63.310468717908606;0.5150602651776005;0.43856033880957757;54.3603841485391;1.1876481724449435;24.42168909752685;307.84806050446787
235.18303355585027;7111.670975349749;115.36071754415298;3.5824980411576592;0.005222430998352081;-0.7052679586363984;55.92499559514766;0.8405856352937332;0.2061107284891921;43.37888124940601;1.1776426127968076;28.72513743745425;-12.48409319293302
306.37011769480097;8373.34765824495;789.099654609967;1.8964826357359574;0.006848434642904638;0.40264040209994745;23.44885643538683;0.26358978333953775;0.5710714649585592;60.444977549493075;5.648149524479776;44.90155708939644;0.9780765552513783
307.937007941439;6827.361698515926;890.9513325678137;2.249095796894612;0.005603155091567898;-0.8882905804923319;44.0051664205008;0.8571241652520809;0.3479245047189704;63.06121607641421;6.386859068546531;44.35176685706918;5.616424712794601
409.89807405739566;7022.945667249136;528.1239279417247;2.923980357998601;0.003993906572856298;-0.8876254035618127;65.15095440446659;0.775438072685769;0.18906522189211505;67.46472883999327;3.9486235696290626;33.08283211303936;-1.0951622497689562
260.3739130998418;5786.167687880422;579.0641944127366;1.404780876541135;0.0053074920146903145;-0.6820116324810239;58.91566592276402;0.8277122590659641;0.4423479372479323;39.95223857734995;4.191030274907801;47.84912923055937;-44.591002859304524
345.2927937075473;6387.971544176365;0.0;1.949329028156837;0.007149327616960152;0.9653637122487999;92.98533834761442;0.7773601548165366;0.2549958020585267;47.85858889818993;0.5;37.58787559200413;0.8153705401495794
424.4902504945027;10053.759004420554;1013.1680720976045;1.1473726840075256;0.005787015205845653;-0.8758120657302773;78.17693232865354;0.40862198452509446;0.030270768413843352;48.80329656218125;7.026251246990276;66.48511276047296;3.3034248857179964
307.79650629037013;2656.0153175671867;756.2555693083243;1.6604661054163992;0.006971227760777643;-0.16285815642417334;80.31601061085722;0.8310262327750523;0.01573047263590044;69.7208908720922;5.302858763712813;49.96515267691488;0.9044248103948618
175.7348543332082;7235.709388403314;1126.3785218732028;2.214305475662082;0.00488346548914228;0.6606991181604975;77.48432173995437;0.00538178207939688;0.9581092656151557;57.39267609774008;7.6309181095936935;41.11844987870935;-3.226446091283362
328.96597042346025;6528.887510919935;520.1553968149782;2.223300824974675;0.006448469766726583;0.9213093244093699;46.39634078260822;0.20472084154522585;0.06665511752790709;39.68813297775363;3.825302616215693;39.34667282290231;1.3311725083544481
316.07729121711054;5042.206545232223;524.5267198098495;1.7365872590324334;0.005459024866918411;-0.5860901705973517;21.95112047018388;0.5405072917680911;0.20281283835375485;81.7452681840378;3.974037239218802;38.17068318332212;12.4500024387395
266.8199514625904;7870.629272085551;1277.8506994784939;2.706881041853596;0.002449114536832529;0.18897690885100057;63.69113646051841;0.34096740302902095;0.6646342854710879;59.5511645672309;8.52820288819567;36.37687306607544;-0.5100589443090583
245.29148428623998;5721.777294185931;568.6797624420495;2.8230320323253237;0.0020628259865224747;0.4668969550022292;14.852797423818238;0.7096740648370299;0.767741671714846;30.547581888196525;4.120496746114969;29.501314645826675;-0.4499474291313536
265.98246522895266;2650.409763532167;626.6160347845608;1.3527031585057854;0.005044848302730613;0.4751120197499284;27.76295413669238;0.403731927353031;0.4433712373076856;49.997004721184524;4.411142144974745;51.233626704920866;-4.987222037711483
